date,r2
2018-10-25,0.1123694492575692
2018-10-26,0.19496558198599312
2018-10-29,0.15011972962036746
2018-10-30,0.12663930520186129
2018-10-31,0.11489786862950857
2018-11-01,0.13429110785705334
2018-11-02,0.19958236708949617
2018-11-05,0.1924475557713058
2018-11-06,0.0487902641412824
2018-11-07,0.20551613870615093
2018-11-08,0.07788267106637947
2018-11-09,0.25235159214235947
2018-11-12,0.21505807182654613
2018-11-13,0.17907728195184447
2018-11-14,-0.14491603561776878
2018-11-15,0.12827797879266456
2018-11-16,0.13188986441603157
2018-11-19,0.12475547205434434
2018-11-20,0.07334037554945794
2018-11-21,-0.007487461478726143
2018-11-22,0.06023672965606641
2018-11-23,0.09796373060573405
2018-11-26,0.14509462616365942
2018-11-27,-0.09257040886846513
2018-11-28,0.14759274547769274
2018-11-29,0.09033505201698333
2018-11-30,0.11430607613380084
2018-12-03,0.13182147937316224
2018-12-04,0.09039870705432529
2018-12-05,0.049220249407938566
2018-12-06,0.002542447151418825
2018-12-07,0.29065589593886565
2018-12-10,0.10120907180783634
2018-12-11,0.19779057060638028
2018-12-12,0.15019298054303898
2018-12-13,-0.3061117834230629
2018-12-14,-0.07117590532325568
2018-12-17,-0.29878538324528314
2018-12-18,0.0018014089735695071
2018-12-19,0.04537783390912753
2018-12-20,0.1618131802268873
2018-12-21,-0.11612278832812883
2018-12-22,0.19925503036904568
2018-12-24,0.04254308881346058
2018-12-25,-0.030805242828978674
2018-12-26,0.005846393159837038
2018-12-27,-0.038939168033541804
