date,r2,pca_ratio
2018-10-04,0.1359998076660882,0.5643457793759585
2018-10-05,0.08563797863969125,0.5640926916240021
2018-10-08,0.1599356562111618,0.5641555455410983
2018-10-09,0.17350656162735867,0.5643142844985451
2018-10-11,-0.12227774128382074,0.5642882785725027
2018-10-11,-0.12182009184845599,0.5642099915664264
2018-10-12,0.108891813291634,0.564648419131485
2018-10-15,0.08773537761387162,0.5650418257632457
2018-10-16,0.16875446910414282,0.5648837200084249
2018-10-17,0.1531869018411176,0.5658205515916731
2018-10-18,0.20502303546785938,0.5661924747271772
2018-10-19,0.1253557148086496,0.5664524957852963
2018-10-22,0.101808299945786,0.5672959836317336
2018-10-31,0.13382022764445622,0.5670805297554309
2018-11-01,0.1031429668366497,0.5670803267579055
2018-11-02,0.14715350221443757,0.5669627181780637
2018-11-05,0.18366099053354457,0.5670403875821541
2018-11-06,0.13745719907404852,0.5670172656345015
2018-11-08,0.17482403220591525,0.5668902900285863
2018-11-09,0.07267714878827458,0.5668219878901612
2018-11-12,0.11372279697987431,0.5668179845557859
2018-11-13,0.09829768815542128,0.5666425032909019
2018-11-14,0.1265781650683544,0.5663488138002565
2018-11-15,0.057740097593764084,0.566339357149874
2018-11-16,0.11557579375671889,0.5664157007971077
2018-11-19,0.1490685253692856,0.5664481542754378
2018-11-20,0.13122872733350388,0.566499613698937
2018-11-21,0.1022800970597233,0.5663925216610937
2018-11-22,0.12897268477841972,0.566578281713295
2018-11-23,0.15270004079765132,0.5665945559143077
