date,r2
2018-04-13,0.2620404906067473
2018-04-16,0.06862907955494957
2018-04-17,0.1855259301335339
2018-04-18,0.1855239980965936
2018-04-19,0.20070184739595098
2018-04-20,0.23220128585804656
2018-04-23,-0.019940607499669083
2018-04-24,-0.02262462589213321
2018-04-25,0.20225565205336038
2018-04-26,0.13050382499264035
2018-04-27,0.12271709407312548
2018-04-30,0.1655954247009781
2018-05-02,0.11599163824015635
2018-05-03,0.18011454516254566
2018-05-04,0.20149870744557052
2018-05-07,0.0875257041273525
2018-05-08,0.1059092894264827
2018-05-09,0.2242836536813152
2018-05-10,0.056613597117096126
2018-05-11,0.22692564558034523
2018-05-14,0.16375026864398146
2018-05-15,0.19729525361206746
2018-05-16,0.1337441621587122
2018-05-17,0.1328235023003026
2018-05-18,0.16766972012461123
2018-05-21,0.20528645736184303
2018-05-22,0.1569558360689456
2018-05-23,0.07372910376578401
2018-05-24,0.14159114660670147
2018-05-25,0.02068037990801508
2018-05-28,-0.05422550073670074
2018-05-29,0.17684992859291448
2018-05-30,0.1087341686237312
2018-05-31,0.18917015157949557
2018-06-01,0.16219688352003125
2018-06-04,0.14428752125743394
2018-06-05,0.1432545735939209
2018-06-06,0.2003369218249358
2018-06-07,0.17259610659897207
2018-06-08,0.1168837489600183
2018-06-11,0.08586224229709594
2018-06-12,0.1318959206110506
2018-06-13,0.09881030226509224
2018-06-14,0.04648526218009763
2018-06-15,0.0996552740823139
2018-06-19,0.10727501537119877
2018-06-20,0.09507203641807083
2018-06-21,0.19775602823760963
2018-06-22,0.20079794284427777
2018-06-25,0.15584729330933356
2018-06-26,0.24332160422490712
2018-06-27,0.1333916684702603
2018-06-28,0.212430447408255
2018-06-29,0.16602766146743297
2018-07-02,0.1652477824483346
2018-07-03,0.2508370579429293
2018-07-04,0.12300773778928054
2018-07-05,0.0800372956161377
2018-07-06,0.18867748958688257
2018-07-09,0.17623950777852837
2018-07-10,0.08476411548016805
2018-07-11,0.14670071953140118
2018-07-12,0.1294949957080609
2018-07-13,-0.23520296987034683
2018-07-16,-0.6583304234368599
2018-07-17,0.01216729377239767
2018-07-18,-0.07212196191300424
2018-07-19,0.11159741100491882
2018-07-20,0.15596551906212808
2018-07-23,0.20259708006738775
2018-07-24,0.13147470853602938
2018-07-25,0.04610244749903103
2018-07-26,0.1634703071985415
2018-07-27,0.05410779946804367
2018-07-30,0.075981840213042
2018-07-31,0.08229885426024341
2018-08-01,-0.1431574863703331
2018-08-02,0.18226153327217476
2018-08-03,0.152489656772272
2018-08-06,0.18348056055862183
2018-08-07,0.08158212043066015
2018-08-08,0.1260987552317011
2018-08-09,0.15983989554206235
2018-08-10,0.178674181682124
2018-08-13,0.08737032085525454
2018-08-14,0.1518261743163033
2018-08-15,0.21074242215696515
2018-08-16,0.14285310990748912
2018-08-17,0.131101641193742
2018-08-20,0.13979886286880205
2018-08-21,0.08012255174974114
2018-08-22,0.1539968328977127
2018-08-23,0.08651621229874484
2018-08-24,0.149253996997755
2018-08-27,0.21392625237423168
2018-08-28,-0.0919296011895887
2018-08-29,0.17436617641628516
2018-08-30,0.24443845510701556
2018-08-31,0.2219857999344358
2018-09-03,0.14602481568233705
2018-09-04,0.15807077924639723
2018-09-05,0.19528516488015857
2018-09-06,0.17302816278285604
2018-09-07,0.20002664139806925
2018-09-10,0.17196719932524018
2018-09-11,0.20413465065750147
2018-09-12,0.23377985773483378
2018-09-13,0.09708082339264201
2018-09-14,0.1632082452838477
2018-09-17,0.10806216046426409
2018-09-18,0.1556669559319065
2018-09-19,0.08026998652610184
2018-09-20,0.1760605386219366
2018-09-21,0.20098095736573596
2018-09-25,0.1438470229259382
2018-09-26,0.004594329957932963
2018-09-27,0.13902882185866572
2018-09-28,0.20350633206890179
2018-10-01,0.04890463519249311
2018-10-02,0.1707981208178171
2018-10-03,0.1489752054876421
2018-10-04,0.09273525892943546
2018-10-05,0.13990054908371352
2018-10-08,0.20068842031565326
2018-10-09,0.12727478125506375
2018-10-11,0.15739658918843258
2018-10-12,0.17849574441266713
2018-10-15,0.16670537760988358
2018-10-16,0.1473921967805294
2018-10-17,0.1322389759906062
2018-10-18,0.1501451461894333
2018-10-19,0.12005704191383448
2018-10-22,0.1088419658846449
2018-10-23,0.06964827167579202
2018-10-24,0.26079592290879394
2018-10-25,0.12619260262500054
2018-10-26,0.2327219275690019
2018-10-29,0.20964334318205802
2018-10-30,0.18531756453270642
2018-10-31,0.18109027014680035
2018-11-01,0.16244051477309707
2018-11-02,0.14352139692469024
2018-11-05,0.09029980244581726
2018-11-06,0.13477219717891453
2018-11-07,0.13677364877203024
2018-11-08,0.22896845847569203
2018-11-09,0.0808005372582139
2018-11-12,0.1528877900675657
2018-11-13,0.15032325212851327
2018-11-14,0.16671769435611672
2018-11-15,0.1985620323918974
2018-11-16,0.1454928523048783
2018-11-19,0.1855792559075624
2018-11-20,0.15827210348457688
2018-11-21,0.14641540455566082
2018-11-22,0.13122983708775338
2018-11-23,0.1981912442465884
2018-11-26,0.12974032931229895
2018-11-27,0.059967073205718036
2018-11-28,0.16835709234055307
2018-11-29,0.019429771839051924
2018-11-30,0.14099226619704552
2018-12-03,0.01633220141660996
2018-12-04,0.039507907203408466
2018-12-05,-0.014693137458083205
2018-12-06,0.1612160610031177
2018-12-07,0.1179299134148456
2018-12-10,-0.38138549439831304
2018-12-11,0.11274334606027003
2018-12-12,0.1676961750666458
2018-12-13,0.05305508667087255
2018-12-14,0.11156177660604516
2018-12-17,0.07760517036978276
2018-12-18,0.0799186107990768
