date,r2,pca_ratio
2018-02-22,-0.002496265761327221,0.55406501301098
2018-02-23,-0.001128030953727821,0.5516678795226643
2018-02-26,0.01343239410930519,0.5541135199143646
2018-02-27,-0.03706917529253895,0.5444232295703219
2018-03-01,0.015046125810113775,0.544840242970117
2018-03-01,0.01227593084962908,0.5451035541762687
2018-03-02,-0.0055893151320987045,0.5468107439812634
2018-03-05,0.026382989590744033,0.5501707083608584
2018-03-06,-0.005485973320431103,0.5425182045664846
2018-03-07,0.016502706856406424,0.5412394922782116
2018-03-08,-0.019673183645460224,0.5375548144263608
2018-03-09,-0.00924845998594681,0.539158998672319
2018-03-12,-0.010016999721990993,0.5317171822836083
2018-03-21,0.00894703569498334,0.5424526580904984
2018-03-22,0.031533445973023544,0.5883718600564058
2018-03-23,-0.04866110210707886,0.5899914388779691
2018-03-26,0.003855610130835574,0.5484012477245586
2018-03-27,-0.014614074893183115,0.5591206783494991
2018-03-29,0.013753196371272924,0.5209395586778979
2018-03-30,-0.034791076239312435,0.526372034639501
2018-04-02,0.014907075964027183,0.5201351138771774
2018-04-03,0.036460840062432553,0.510970105403379
2018-04-09,0.0004386104233782273,0.47684680607537566
2018-04-09,-0.0002114461499500564,0.47083350526897527
2018-04-09,-0.0007175733842388343,0.4705406941598248
2018-04-09,0.00017248124448665525,0.4715921657308858
2018-04-10,0.039329650382174064,0.47169060087237835
2018-04-11,-0.0100129126438957,0.47389406067691975
2018-04-12,0.003451788690510882,0.45123964383474374
2018-04-13,-0.022371006502871715,0.45345481753442735
