date,r2,pca_ratio
2018-02-22,0.20817729966369003,0.8576286171469762
2018-02-23,0.18427352306128997,0.8560313176749464
2018-02-26,0.2747318112927728,0.8567026804932004
2018-02-27,0.15618234940671905,0.8556206176354659
2018-03-01,0.19893215853335378,0.8571420478203444
2018-03-01,0.20158908797263841,0.8569190854858534
2018-03-02,0.1532035767087686,0.8575574477798498
2018-03-05,0.24198936292053586,0.8581904594400336
2018-03-06,0.16519553510340457,0.8589025484513588
2018-03-07,0.3064834183406441,0.8571990881116628
2018-03-08,0.05364591442425182,0.8589886046324078
2018-03-09,0.17297407824969968,0.8586133009082828
2018-03-12,0.22845046520421997,0.8615202434058329
2018-03-21,0.2023671318695247,0.861189949199465
2018-03-22,0.15492866760427415,0.8584458469242897
2018-03-23,0.211269873067794,0.8582703158719391
2018-03-26,0.15589444912761596,0.8609788202456521
2018-03-27,0.01928507206690666,0.8621294848953507
2018-03-29,0.032926005909013845,0.8576668363908424
2018-03-30,0.030743888140630893,0.8566679859947387
2018-04-02,0.003996482503367038,0.8550571951458413
2018-04-03,0.07558236492347614,0.8546781969796605
2018-04-09,0.1874420548086343,0.8552467420531753
2018-04-09,0.18725692985235232,0.8561146566551506
2018-04-09,0.18615586969014586,0.8564672790385207
2018-04-09,0.1871954772999156,0.8553761912404046
2018-04-10,0.23261614738968406,0.8570397291080329
2018-04-11,0.12652935465786708,0.8563931272534915
2018-04-12,0.11670478295274056,0.8587808667956364
2018-04-13,0.15372921609706747,0.8591526989822234
