date,r2,pca_ratio
2018-10-04,0.2113895579019136,0.9999806944808486
2018-10-05,0.13291098769912146,0.9999805423039941
2018-10-08,0.2663199402706874,0.9999808600054619
2018-10-09,0.24227557819278078,0.9999806476984556
2018-10-11,0.13346357220562133,0.9999804087050195
2018-10-11,0.13423093575331813,0.9999804113082292
2018-10-12,0.2105451876461797,0.9999849163173499
2018-10-15,0.21585482013757074,0.999984869166583
2018-10-16,0.27159877212524497,0.9999847121257175
2018-10-17,0.27614282261804635,0.9999839357717105
2018-10-18,0.3672654409268744,0.9999838114738349
2018-10-19,0.28115267823293877,0.9999838659118531
2018-10-22,0.2354700334358819,0.9999836815652395
2018-10-31,0.22195810840179853,0.999984202927654
2018-11-01,0.19398379033725888,0.9999840269866481
2018-11-02,0.2387564894836055,0.9999840662156406
2018-11-05,0.27606329715188627,0.9999840789275396
2018-11-06,0.2547874607452363,0.9999840771959247
2018-11-08,0.24724264750054614,0.9999841051422077
2018-11-09,0.1576800671335007,0.9999840628926626
2018-11-12,0.1292354633549473,0.9999840013458244
2018-11-13,0.2314355283827474,0.999984005301633
2018-11-14,0.19419197194227256,0.9999842146253027
2018-11-15,0.12937421873787758,0.9999841897082784
2018-11-16,0.2205349001321676,0.9999842654963447
2018-11-19,0.15976152802609778,0.9999842888700481
2018-11-20,0.2512195226409516,0.9999842774307903
2018-11-21,0.22920911781799236,0.9999843725423871
2018-11-22,0.17844969689878265,0.9999844565037912
2018-11-23,0.2171557651100655,0.9999844495634569
