date,r2,pca_ratio
2018-10-04,0.19466802900057978,0.8580878254372931
2018-10-05,0.0787918803097084,0.8579286575948568
2018-10-08,0.22508429792484785,0.8580603116942158
2018-10-09,0.2527891444870193,0.8581671644000775
2018-10-11,-0.03657225324831348,0.8581644046861956
2018-10-11,-0.03311713982933262,0.8581549739906558
2018-10-12,0.20226490672670738,0.8594217865403747
2018-10-15,0.16791253596460087,0.8597331653259517
2018-10-16,0.27646039656997845,0.859699626726387
2018-10-17,0.24490062771288612,0.8601917799171619
2018-10-18,0.3638292336167086,0.8604891977452312
2018-10-19,0.21975284105302484,0.8606106674578444
2018-10-22,0.24197100493746448,0.8611869962920259
2018-10-31,0.16120417991638003,0.8607305520797511
2018-11-01,0.19132730033053702,0.8604332172208599
2018-11-02,0.214600229008161,0.8604051821364367
2018-11-05,0.25413816673658074,0.8604650980738033
2018-11-06,0.22900102567820102,0.8603755492775783
2018-11-08,0.21584511884934865,0.8602374879235993
2018-11-09,0.15004366435017258,0.8602075419270203
2018-11-12,0.09541327765323582,0.8601978611168943
2018-11-13,0.1930112955033112,0.8600962013394593
2018-11-14,0.21207970079490712,0.8598324816589933
2018-11-15,0.09581970211812874,0.8598282118492837
2018-11-16,0.17348680231196378,0.8599420181589856
2018-11-19,0.12947723218077278,0.8599666462363411
2018-11-20,0.2392268337897896,0.8599492287820484
2018-11-21,0.23179870389707657,0.8598829030944759
2018-11-22,0.17622803582825164,0.8600482484624535
2018-11-23,0.195687390647015,0.86005050255657
